Function Name,Exclusive Samples,Exclusive Samples %,Instruction Address,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]],System.__Canon].Apply",1,0.00,0x7FFB6FF259E1,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]],System.__Canon].Apply",1,0.00,0x7FFB6FF259F2,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",1,0.00,0x7FFB6FF1F032,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",1,0.00,0x7FFB6FF24E28,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",1,0.00,0x7FFB6FF24E32,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",1,0.00,0x7FFB6FF24E36,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF157F2,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF15802,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",1,0.00,0x7FFB6FF157B0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.__Canon].Apply",1,0.00,0x7FFB6FF164F0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.__Canon].Apply",1,0.00,0x7FFB6FF1650C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0.00,0x7FFB6FF163CD,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64].Apply",1,0.00,0x7FFB6FF12BA2,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0.00,0x7FFB6FF12AF1,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0.00,0x7FFB6FF12B0E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0.00,0x7FFB6FF12B49,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.ValueTuple`2[System.Int64,System.Int64]].Apply",1,0.00,0x7FFB6FF10663,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.ValueTuple`2[System.Int64,System.Int64]].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0.00,0x7FFB6FF105A1,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64],System.ValueTuple`2[System.Int64,System.Int64]].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0.00,0x7FFB700EB18A,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon]..ctor",1,0.00,0x7FFB6FF03140,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF1CB3F,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF1CB42,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF1CB46,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF1CB51,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",1,0.00,0x7FFB6FF1CB09,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon]..ctor",1,0.00,0x7FFB6FF068F0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon]..ctor",1,0.00,0x7FFB6FF06978,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon]..ctor",1,0.00,0x7FFB6FF069BE,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB700E05DC,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0.00,0x7FFB700E0531,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.__Canon,System.__Canon,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0.00,0x7FFB700E054D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Boolean,System.Boolean,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF14B92,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Boolean,System.Boolean,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF14B9C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Boolean,System.Boolean,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF14BA1,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Boolean,System.Boolean,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF14BA2,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Boolean,System.Boolean,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",1,0.00,0x7FFB6FF14B54,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF2CF60,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF2CF6F,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF2CF7C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.Boolean],System.Int64].Apply",1,0.00,0x7FFB6FF1387C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.Int64],System.Int64].Apply",1,0.00,0x7FFB6FF1E69B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.Int64],System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0.00,0x7FFB6FF1E663,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.Int64],System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0.00,0x7FFB6FF1E669,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].Apply",1,0.00,0x7FFB6FF2D3B2,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",1,0.00,0x7FFB6FF2D360,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",1,0.00,0x7FFB6FF2D364,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",1,0.00,0x7FFB6FF2D369,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.__Canon,System.__Canon,Microsoft.Quantum.Simulation.Core.Result,System.__Canon],System.__Canon]..ctor",1,0.00,0x7FFB6FF05056,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].FindPartialType",1,0.00,0x7FFB6FF20AE9,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].FindPartialType",1,0.00,0x7FFB6FF20C55,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].FindPartialType",1,0.00,0x7FFB6FF20C60,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].FindPartialType",1,0.00,0x7FFB6FF20C91,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].Partial",1,0.00,0x7FFB6FF209D3,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].Partial",1,0.00,0x7FFB6FF209FA,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].Partial",1,0.00,0x7FFB6FF20A14,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon],System.__Canon].FindPartialType",1,0.00,0x7FFB6FF17DF2,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2+<>c[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<FindPartialType>b__21_0",1,0.00,0x7FFB6FF2BF3E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon]..ctor",1,0.00,0x7FFB6FF2BFE0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<get_AdjointBody>b__14_0",1,0.00,0x7FFB700E7710,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<get_Body>b__12_0",1,0.00,0x7FFB6FF2DA48,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<get_Body>b__12_0",1,0.00,0x7FFB6FF2DA5B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<get_Body>b__12_0",1,0.00,0x7FFB6FF2DA5E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].<get_Body>b__12_0",1,0.00,0x7FFB6FF2DA80,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].get_Body",1,0.00,0x7FFB6FF2D9AB,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon]..ctor",1,0.00,0x7FFB6FF214D2,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].<get_ControlledAdjointBody>b__18_0",1,0.00,0x7FFB700E58BC,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].<get_ControlledBody>b__16_0",1,0.00,0x7FFB6FF28D0E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].<get_ControlledBody>b__16_0",1,0.00,0x7FFB6FF28D4B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].GetQubits",1,0.00,0x7FFB6FF21EBD,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.ValueTuple`2[System.Int64,System.__Canon],System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon],System.__Canon].<get_ControlledBody>b__16_0",1,0.00,0x7FFB6FF1D6D9,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]]..ctor",1,0.00,0x7FFB6FF2C170,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]]..ctor",1,0.00,0x7FFB6FF2C188,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]]..ctor",1,0.00,0x7FFB6FF2C190,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]]..ctor",1,0.00,0x7FFB6FF2169A,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].<.ctor>b__0",1,0.00,0x7FFB6FF2E2F2,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].<.ctor>b__0",1,0.00,0x7FFB6FF2E3B6,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].<.ctor>b__0",1,0.00,0x7FFB6FF2E3E0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].<.ctor>b__0",1,0.00,0x7FFB6FF2E3F4,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].<.ctor>b__0",1,0.00,0x7FFB6FF21EF0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].<.ctor>b__0",1,0.00,0x7FFB6FF21F15,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].<.ctor>b__0",1,0.00,0x7FFB6FF21FEB,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].<.ctor>b__0",1,0.00,0x7FFB6FF21FF2,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.BuildTuple",1,0.00,0x7FFB6FF1B370,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.BuildTuple",1,0.00,0x7FFB6FF1B452,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",1,0.00,0x7FFB6FF0B263,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",1,0.00,0x7FFB6FF0B26D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",1,0.00,0x7FFB6FF0B28E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",1,0.00,0x7FFB6FF0B2AD,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",1,0.00,0x7FFB6FF0B2C8,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",1,0.00,0x7FFB6FF0B428,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",1,0.00,0x7FFB6FF0B592,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",1,0.00,0x7FFB6FF0B5B6,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",1,0.00,0x7FFB6FF0B633,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",1,0.00,0x7FFB6FF0B63D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.Combine",1,0.00,0x7FFB6FF1A860,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.Combine",1,0.00,0x7FFB6FF1A88B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.Combine",1,0.00,0x7FFB6FF1A8AD,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.Combine",1,0.00,0x7FFB6FF1A8B0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.Create",1,0.00,0x7FFB6FF2C0A7,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.Create",1,0.00,0x7FFB6FF2C0AB,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.Create",1,0.00,0x7FFB6FF2C0CA,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.Create",1,0.00,0x7FFB6FF2C0FC,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.GetTupleValues",1,0.00,0x7FFB6FF1A250,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.GetTupleValues",1,0.00,0x7FFB6FF1A2B7,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.GetTupleValues",1,0.00,0x7FFB6FF1A331,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.PopNextArgs",1,0.00,0x7FFB6FF1B29E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c.<CastTuple>b__1_0",1,0.00,0x7FFB6FF1649E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c.<GetTupleValues>b__5_0",1,0.00,0x7FFB6FF1A436,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c__DisplayClass8_0`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].<Create>b__0",1,0.00,0x7FFB6FF2DAA0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c__DisplayClass8_0`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].<Create>b__0",1,0.00,0x7FFB6FF2DBB3,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c__DisplayClass8_0`2[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].<Create>b__0",1,0.00,0x7FFB6FF2204C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c__DisplayClass8_0`2[System.ValueTuple`2[System.Int64,System.__Canon],System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon]].<Create>b__0",1,0.00,0x7FFB6FF1A0E1,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c__DisplayClass8_0`2[System.ValueTuple`2[System.Int64,System.__Canon],System.ValueTuple`4[System.Int64,System.Int64,System.Int64,System.__Canon]].<Create>b__0",1,0.00,0x7FFB6FF1A146,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext",1,0.00,0x7FFB6FF1AD68,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext",1,0.00,0x7FFB6FF1ADE0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext",1,0.00,0x7FFB6FF1AE79,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.MoveNext",1,0.00,0x7FFB6FF1AEB3,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.System.Collections.Generic.IEnumerable<System.Object>.GetEnumerator",1,0.00,0x7FFB6FF1ACFB,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<Combine>d__7.System.Collections.Generic.IEnumerable<System.Object>.GetEnumerator",1,0.00,0x7FFB6FF1AD3E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialUnitary`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IAdjointable.get_Adjoint",1,0.00,0x7FFB700E7660,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor",1,0.00,0x7FFB6FF15430,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor",1,0.00,0x7FFB6FF15431,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor",1,0.00,0x7FFB6FF15455,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor",1,0.00,0x7FFB6FF15458,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor",1,0.00,0x7FFB6FF15463,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor",1,0.00,0x7FFB6FF15468,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor",1,0.00,0x7FFB6FF1D020,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor",1,0.00,0x7FFB6FF1D02A,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].get_Item",1,0.00,0x7FFB6FF16C10,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].get_Item",1,0.00,0x7FFB6FF16C14,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].get_Item",1,0.00,0x7FFB6FF16C30,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",1,0.00,0x7FFB6FF16203,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",1,0.00,0x7FFB6FF16208,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",1,0.00,0x7FFB6FF16213,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",1,0.00,0x7FFB6FF1628C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].set_Item",1,0.00,0x7FFB6FF23A00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.Boolean]..ctor",1,0.00,0x7FFB6FF16AC7,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",1,0.00,0x7FFB6FF1BF1D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",1,0.00,0x7FFB6FF1BF27,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",1,0.00,0x7FFB6FF1BF67,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",1,0.00,0x7FFB6FF1BF84,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",1,0.00,0x7FFB6FF1BFC0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range..ctor",1,0.00,0x7FFB6FF0F9C0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range..ctor",1,0.00,0x7FFB6FF0FA07,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range.GetEnumerator",1,0.00,0x7FFB6FF0FAA7,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range.GetEnumerator",1,0.00,0x7FFB6FF0FAB4,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext",1,0.00,0x7FFB6FF0FADC,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext",1,0.00,0x7FFB6FF0FAF2,0,0,0,0,
