Function Name,Exclusive Samples,Exclusive Samples %,Instruction Address,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0",5,0.00,0x7FFB6FF2C6AC,0,0,0,0,
"Microsoft.Quantum.Primitive.CNOT.<get_Body>b__7_0",5,0.00,0x7FFB6FF28515,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.<get_ControlledAdjointBody>b__13_0",5,0.00,0x7FFB700E1F52,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.<get_ControlledBody>b__11_0",5,0.00,0x7FFB6FF24884,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.<get_ControlledBody>b__11_0",5,0.00,0x7FFB6FF248D9,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledAdjointBody>b__17_0",5,0.00,0x7FFB700E20C0,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledAdjointBody>b__17_0",5,0.00,0x7FFB700E2137,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledAdjointBody>b__17_0",5,0.00,0x7FFB700E22CD,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",5,0.00,0x7FFB6FF24F8D,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",5,0.00,0x7FFB6FF24FCD,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",5,0.00,0x7FFB6FF2500C,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.get_Body",5,0.00,0x7FFB700E8AD8,0,0,0,0,
"Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.OnOperationStart",5,0.00,0x7FFB6FF0DBEF,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Adjointable`1[System.ValueTuple`2[System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IAdjointable.Partial",5,0.00,0x7FFB6FF2B79B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon].get_Body",5,0.00,0x7FFB700E1C3B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon].get_Body",5,0.00,0x7FFB700E1C3F,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_Body",5,0.00,0x7FFB6FF28830,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",5,0.00,0x7FFB6FF0C3B7,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",5,0.00,0x7FFB6FF0C546,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",5,0.00,0x7FFB6FF0C56B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays",5,0.00,0x7FFB6FF1610E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.Pow",5,0.00,0x7FFB6FF10013,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation..ctor",5,0.00,0x7FFB6FF119C1,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.Apply",5,0.00,0x7FFB6FF11AD6,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.Apply",5,0.00,0x7FFB6FF11B0A,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.Apply",5,0.00,0x7FFB6FF11BB4,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",5,0.00,0x7FFB6FF126CB,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",5,0.00,0x7FFB6FF22E6D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",5,0.00,0x7FFB6FF1281B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",5,0.00,0x7FFB6FF230DC,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",5,0.00,0x7FFB700E02FF,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper.CanHaveQubitsSimple",5,0.00,0x7FFB6FF0CBC1,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper+<>c.<MakeGetQubitsFunctionsDictionary>b__0_2",5,0.00,0x7FFB6FF0D9F8,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper+<>c.<MakeGetQubitsFunctionsDictionary>b__0_4",5,0.00,0x7FFB6FF1B4A0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon].Apply",5,0.00,0x7FFB6FF131FF,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",5,0.00,0x7FFB6FF0EF50,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",5,0.00,0x7FFB6FF0EF6D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].FindPartialType",5,0.00,0x7FFB6FF2BD1F,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]],System.__Canon].Apply",5,0.00,0x7FFB6FF25A01,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].GetQubits",5,0.00,0x7FFB6FF2E2BD,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",5,0.00,0x7FFB6FF0B293,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",5,0.00,0x7FFB6FF0B4F9,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",5,0.00,0x7FFB6FF0B5AE,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.GetTupleValues",5,0.00,0x7FFB6FF1A3EE,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper+<>c__DisplayClass8_0`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].<Create>b__0",5,0.00,0x7FFB6FF2DB62,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",5,0.00,0x7FFB6FF16240,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",5,0.00,0x7FFB6FF1BF08,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Qubit.GetQubits",5,0.00,0x7FFB6FF1BF8D,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsCallable",5,0.00,0x7FFB6FF12541,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsCallable",5,0.00,0x7FFB6FF12567,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple",5,0.00,0x7FFB6FF11F00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple",5,0.00,0x7FFB6FF11F01,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsTuple",5,0.00,0x7FFB6FF11F2B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsUnitary",5,0.00,0x7FFB6FF12421,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.__Canon].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",5,0.00,0x7FFB6FF2E590,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",5,0.00,0x7FFB6FF2D740,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",5,0.00,0x7FFB6FF1DEDC,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.Extensions+<>c.<GetIds>b__0_0",5,0.00,0x7FFB6FF27B83,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator.SafeControlled",5,0.00,0x7FFB6FF25BFE,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.<get_ControlledBody>b__11_0",5,0.00,0x7FFB6FF25B1A,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.<get_ControlledBody>b__11_0",5,0.00,0x7FFB6FF25B7F,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR+<>c__DisplayClass11_0.<get_ControlledBody>b__2",5,0.00,0x7FFB6FF27BA0,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",5,0.00,0x7FFB6FF0F221,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",5,0.00,0x7FFB6FF0C2BE,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",5,0.00,0x7FFB6FF0C2C5,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",5,0.00,0x7FFB6FF0C35A,0,0,0,0,
"System.Linq.Enumerable.Select",5,0.00,0x7FFB6FF271F8,0,0,0,0,
"System.Linq.Enumerable+SelectListIterator`2[System.__Canon,System.UInt32].ToArray",5,0.00,0x7FFB6FF27AB0,0,0,0,0,
"System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]..ctor",5,0.00,0x7FFB6FEA3BA4,0,0,0,0,
"[KernelBase.dll]",4,0.00,0x7FFC1D5DAF44,0,0,0,0,
"[KernelBase.dll]",4,0.00,0x7FFC1D5DAF4D,0,0,0,0,
"[KernelBase.dll]",4,0.00,0x7FFC1D5DAF67,0,0,0,0,
"[KernelBase.dll]",4,0.00,0x7FFC1D5DB195,0,0,0,0,
"[KernelBase.dll]",4,0.00,0x7FFC1D5DB1D6,0,0,0,0,
"[KernelBase.dll]",4,0.00,0x7FFC1D5DB21A,0,0,0,0,
"[KernelBase.dll]",4,0.00,0x7FFC1D5DC02B,0,0,0,0,
"[KernelBase.dll]",4,0.00,0x7FFC1D607D20,0,0,0,0,
"[KernelBase.dll]",4,0.00,0x7FFC1D6084E8,0,0,0,0,
"[KernelBase.dll]",4,0.00,0x7FFC1D60C709,0,0,0,0,
"[KernelBase.dll]",4,0.00,0x7FFC1D646D1F,0,0,0,0,
"[KernelBase.dll]",4,0.00,0x7FFC1D646D27,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",4,0.00,0x7FFBF70F4300,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",4,0.00,0x7FFBF70F4355,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",4,0.00,0x7FFBF711AE27,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",4,0.00,0x7FFBF7129CF1,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",4,0.00,0x7FFBF7129F4C,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",4,0.00,0x7FFBF712A2A9,0,0,0,0,
"[Microsoft.Quantum.Simulator.Runtime.dll]",4,0.00,0x7FFBF7132BF0,0,0,0,0,
"[ucrtbase.dll]",4,0.00,0x7FFC1D263E64,0,0,0,0,
"[Unknown]",4,0.00,0x7FFB6FDAD18A,0,0,0,0,
"[Unknown]",4,0.00,0x7FFB6FDAD1B3,0,0,0,0,
"[Unknown]",4,0.00,0x7FFB6FDAD1F3,0,0,0,0,
"[Unknown]",4,0.00,0x7FFB6FDAD373,0,0,0,0,
"[vcomp140.dll]",4,0.00,0x7FFC0AFD86DE,0,0,0,0,
"dynamicClass.IL_STUB_PInvoke",4,0.00,0x7FFB6FF27C9A,0,0,0,0,
"dynamicClass.IL_STUB_PInvoke",4,0.00,0x7FFB6FF28AA1,0,0,0,0,
"Microsoft.Quantum.Canon.ApplyLEOperationOnPhaseLEA.get_WithA",4,0.00,0x7FFB6FF2E474,0,0,0,0,
"Microsoft.Quantum.Canon.ApplyReversedOpBigEndianCA.get_Reverse",4,0.00,0x7FFB6FF22904,0,0,0,0,
"Microsoft.Quantum.Canon.ApproximateQFT.<get_AdjointBody>b__15_0",4,0.00,0x7FFB700E1621,0,0,0,0,
"Microsoft.Quantum.Canon.ApproximateQFT.<get_AdjointBody>b__15_0",4,0.00,0x7FFB700E1724,0,0,0,0,
"Microsoft.Quantum.Canon.ApproximateQFT.<get_Body>b__13_0",4,0.00,0x7FFB6FF24351,0,0,0,0,
"Microsoft.Quantum.Canon.ApproximateQFT.get_MicrosoftQuantumPrimitiveH",4,0.00,0x7FFB6FF24650,0,0,0,0,
"Microsoft.Quantum.Canon.ApproximateQFT.get_MicrosoftQuantumPrimitiveR1Frac",4,0.00,0x7FFB6FF2471A,0,0,0,0,
"Microsoft.Quantum.Canon.AssertBoolEqual.get_Body",4,0.00,0x7FFB6FF14BC0,0,0,0,0,
"Microsoft.Quantum.Canon.CopyMostSignificantBitLE.get_Body",4,0.00,0x7FFB700E2590,0,0,0,0,
"Microsoft.Quantum.Canon.ExpMod.<get_Body>b__11_0",4,0.00,0x7FFB6FF1EAF4,0,0,0,0,
"Microsoft.Quantum.Canon.ExpMod.get_AssertBoolEqual",4,0.00,0x7FFB6FF1EE42,0,0,0,0,
"Microsoft.Quantum.Canon.ExpMod.get_BitSize",4,0.00,0x7FFB6FF1EFA2,0,0,0,0,
"Microsoft.Quantum.Canon.ExtendedGCD.get_Snd",4,0.00,0x7FFB6FF1191E,0,0,0,0,
"Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0",4,0.00,0x7FFB700E33AF,0,0,0,0,
"Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_ControlledBody",4,0.00,0x7FFB6FF2C377,0,0,0,0,
"Microsoft.Quantum.Canon.ModularIncrementPhaseLE.get_IntegerIncrementPhaseLE",4,0.00,0x7FFB6FF2C292,0,0,0,0,
"Microsoft.Quantum.Canon.QFTLE.get_Body",4,0.00,0x7FFB6FF22277,0,0,0,0,
"Microsoft.Quantum.Canon.SwapReverseRegister.<get_Body>b__7_0",4,0.00,0x7FFB6FF27FBE,0,0,0,0,
"Microsoft.Quantum.Canon.SwapReverseRegister.get_Body",4,0.00,0x7FFB6FF27E02,0,0,0,0,
"Microsoft.Quantum.Canon.WithA`1[System.__Canon].<get_Body>b__5_0",4,0.00,0x7FFB700E07EF,0,0,0,0,
"Microsoft.Quantum.Extensions.Convert.Native+ToDouble.get_Body",4,0.00,0x7FFB6FF0E876,0,0,0,0,
"Microsoft.Quantum.Extensions.Convert.Native+ToDouble+<>c.<get_Body>b__2_0",4,0.00,0x7FFB6FF0E973,0,0,0,0,
"Microsoft.Quantum.Extensions.Math.Native+PI+<>c.<get_Body>b__2_0",4,0.00,0x7FFB6FF1B8B0,0,0,0,0,
"Microsoft.Quantum.Extensions.Math.Native+PI+<>c.<get_Body>b__2_0",4,0.00,0x7FFB6FF1B8BC,0,0,0,0,
"Microsoft.Quantum.Primitive.CNOT.<get_Body>b__7_0",4,0.00,0x7FFB6FF28620,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.<get_ControlledAdjointBody>b__13_0",4,0.00,0x7FFB700E1E3C,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.<get_ControlledBody>b__11_0",4,0.00,0x7FFB6FF2498F,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.<get_ControlledBody>b__11_0",4,0.00,0x7FFB6FF24998,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.<get_ControlledBody>b__11_0",4,0.00,0x7FFB6FF249EE,0,0,0,0,
"Microsoft.Quantum.Primitive.R1Frac.get_ControlledBody",4,0.00,0x7FFB6FF247B0,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledAdjointBody>b__17_0",4,0.00,0x7FFB700E226C,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledAdjointBody>b__17_0",4,0.00,0x7FFB700E2326,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",4,0.00,0x7FFB6FF25003,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",4,0.00,0x7FFB6FF2501B,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",4,0.00,0x7FFB6FF250FB,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.<get_ControlledBody>b__15_0",4,0.00,0x7FFB6FF25126,0,0,0,0,
"Microsoft.Quantum.Primitive.RFrac.get_ControlledBody",4,0.00,0x7FFB6FF24E90,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].get_Body",4,0.00,0x7FFB6FF2C9C0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.AdjointedOperation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].get_ControlledBody",4,0.00,0x7FFB700E2410,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.__Canon,System.__Canon].get_Body",4,0.00,0x7FFB6FF2883E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].get_Body",4,0.00,0x7FFB6FF1D160,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.ControlledOperation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].get_Body",4,0.00,0x7FFB6FF1F06E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",4,0.00,0x7FFB6FF0C3C9,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",4,0.00,0x7FFB6FF0C3D3,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",4,0.00,0x7FFB6FF0C531,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",4,0.00,0x7FFB6FF0C550,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",4,0.00,0x7FFB6FF0C5AC,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.GetQubits",4,0.00,0x7FFB6FF0C5D7,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays",4,0.00,0x7FFB6FF16088,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays",4,0.00,0x7FFB6FF1611C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.JoinArrays",4,0.00,0x7FFB6FF16175,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.Pow",4,0.00,0x7FFB6FF10008,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Extensions.Pow",4,0.00,0x7FFB6FF10028,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation..ctor",4,0.00,0x7FFB6FF11A4B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.Apply",4,0.00,0x7FFB6FF11B39,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.Apply",4,0.00,0x7FFB6FF22D6A,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",4,0.00,0x7FFB6FF12645,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",4,0.00,0x7FFB6FF22EC0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",4,0.00,0x7FFB6FF22F23,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.CreateOperation",4,0.00,0x7FFB6FF22F4B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.FindClosedType",4,0.00,0x7FFB6FF23015,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GenericOperation.Resolve",4,0.00,0x7FFB6FF12910,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple",4,0.00,0x7FFB6FF0DB0C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple",4,0.00,0x7FFB6FF0DB47,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetQubitsFromTuple",4,0.00,0x7FFB6FF0DB4B,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetToQubitArrayMap",4,0.00,0x7FFB6FF0CEE2,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.GetQubitsHelper.GetToQubitArrayMap",4,0.00,0x7FFB6FF0CF14,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon]..ctor",4,0.00,0x7FFB6FEFDE4E,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon].Apply",4,0.00,0x7FFB6FF131F0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.__Canon].Apply",4,0.00,0x7FFB6FF13202,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.Int64,System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",4,0.00,0x7FFB6FF0E7B9,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].FindPartialType",4,0.00,0x7FFB6FF2BB85,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]],System.__Canon].Apply",4,0.00,0x7FFB6FF24E20,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].Apply",4,0.00,0x7FFB6FF157EF,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",4,0.00,0x7FFB6FF157B9,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[Microsoft.Quantum.Simulation.Core.Pauli,System.Double,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",4,0.00,0x7FFB6FF1CB00,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Boolean,System.Boolean,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",4,0.00,0x7FFB6FF14B59,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",4,0.00,0x7FFB6FF2CF39,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon],System.__Canon].FindPartialType",4,0.00,0x7FFB6FF20B20,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialApplication`3[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon],System.__Canon].GetQubits",4,0.00,0x7FFB6FF2E2B8,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialCapturedQubits`2+<>c__DisplayClass1_0[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]].<.ctor>b__0",4,0.00,0x7FFB6FF2E3EB,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",4,0.00,0x7FFB6FF0B391,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.CastTuple",4,0.00,0x7FFB6FF0B639,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.Combine",4,0.00,0x7FFB6FF1A87C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.PartialMapper.GetTupleValues",4,0.00,0x7FFB6FF1A3B4,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon]..ctor",4,0.00,0x7FFB6FF15447,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",4,0.00,0x7FFB6FF16238,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",4,0.00,0x7FFB6FF1623C,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext",4,0.00,0x7FFB6FF0FAD0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext",4,0.00,0x7FFB6FF0FB20,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.IDisposable.Dispose",4,0.00,0x7FFB6FF100A0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsAdjointable",4,0.00,0x7FFB6FF12481,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsAdjointable",4,0.00,0x7FFB6FF12488,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsQubit",4,0.00,0x7FFB6FF125A1,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.TypeExtensions.IsQubit",4,0.00,0x7FFB6FF125C0,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Adjoint",4,0.00,0x7FFB700E1B10,0,0,0,0,
"Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[Microsoft.Quantum.Simulation.Core.Pauli,System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",4,0.00,0x7FFB6FF24B8C,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.Extensions.GetIds",4,0.00,0x7FFB6FF25C78,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.<get_ControlledAdjointBody>b__13_0",4,0.00,0x7FFB700E24FA,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.<get_ControlledAdjointBody>b__13_0",4,0.00,0x7FFB700E255A,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.get_ControlledBody",4,0.00,0x7FFB6FF25A50,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.QuantumSimulator+QSimR.get_ControlledBody",4,0.00,0x7FFB6FF25A51,0,0,0,0,
"Microsoft.Quantum.Simulation.Simulators.SimulatorBase.Get",4,0.00,0x7FFB6FEF867C,0,0,0,0,
