Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.OnOperationEnd",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.OnOperationStart",4,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Simulation.Core.AbstractOperation.get_Factory",1,1,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply","13,230",6,3.47,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Simulation.Core.Range.GetEnumerator",3,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext",5,5,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.System.Collections.Generic.IEnumerator<System.Int64>.get_Current",2,2,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",9,9,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",439,2,0.11,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0","System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]..ctor",1,0,0.00,0.00,
"Root","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","14,070",20,3.69,0.01,
"Caller","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0",4,1,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.Int64,System.__Canon]],System.__Canon].Apply","14,070",19,3.69,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","[coreclr.dll]",4,3,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","[Unknown]",2,2,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0",4,1,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_MicrosoftQuantumPrimitiveR1Frac",56,5,0.01,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.OnOperationEnd",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.OnOperationStart",3,2,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Core.AbstractOperation.get_Factory",1,1,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply","13,459",5,3.53,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].get_Item",3,3,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Core.Range.GetEnumerator",1,1,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Core.Range+<GetEnumerator>d__12.MoveNext",3,3,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary<I>.get_Controlled",4,4,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",507,0,0.13,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","System.ValueTuple`2[System.__Canon,System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]]..ctor",3,2,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0","System.ValueTuple`3[System.Int64,System.Int64,System.__Canon]..ctor",2,1,0.00,0.00,
"Root","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_Body","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_Body",2,1,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_Body","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.__Canon],System.__Canon].Apply",2,1,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_Body","[coreclr.dll]",1,0,0.00,0.00,
"Root","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_ControlledAdjointBody","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_ControlledAdjointBody",3,1,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_ControlledAdjointBody","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.Int64,System.__Canon]],System.__Canon].Apply",3,1,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_ControlledAdjointBody","[coreclr.dll]",2,1,0.00,0.00,
"Root","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_ControlledBody","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_ControlledBody",5,1,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_ControlledBody","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.Int64,System.__Canon]],System.__Canon].Apply",5,1,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_ControlledBody","[coreclr.dll]",4,4,0.00,0.00,
"Root","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_MicrosoftQuantumPrimitiveR1Frac","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_MicrosoftQuantumPrimitiveR1Frac",124,14,0.03,0.00,
"Caller","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_MicrosoftQuantumPrimitiveR1Frac","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_AdjointBody>b__9_0",11,0,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_MicrosoftQuantumPrimitiveR1Frac","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_Body>b__7_0",8,1,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_MicrosoftQuantumPrimitiveR1Frac","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledAdjointBody>b__13_0",49,8,0.01,0.00,
"Caller","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_MicrosoftQuantumPrimitiveR1Frac","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.<get_ControlledBody>b__11_0",56,5,0.01,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_MicrosoftQuantumPrimitiveR1Frac","[coreclr.dll]",23,20,0.01,0.01,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_MicrosoftQuantumPrimitiveR1Frac","[Unknown]",8,8,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_MicrosoftQuantumPrimitiveR1Frac","Microsoft.Quantum.Simulation.Core.AbstractOperation.get_Factory",5,5,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IntegerIncrementPhaseLE.get_MicrosoftQuantumPrimitiveR1Frac","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.Get",74,10,0.02,0.00,
"Root","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","1,881",0,0.49,0.00,
"Caller","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0",1,0,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64].Apply","1,881",0,0.49,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","[coreclr.dll]",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","Microsoft.Quantum.Canon.InverseMod.get_AssertBoolEqual",2,1,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","Microsoft.Quantum.Canon.InverseMod.get_ExtendedGCD",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","Microsoft.Quantum.Canon.InverseMod.get_Modulus",3,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","Microsoft.Quantum.Simulation.Core.AbstractOperation.get_Factory",1,1,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64].Microsoft.Quantum.Simulation.Core.ICallable.Apply",18,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.ValueTuple`2[System.Int64,System.Int64]].Microsoft.Quantum.Simulation.Core.ICallable.Apply","1,812",0,0.47,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`3[System.Boolean,System.Boolean,System.__Canon],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply",19,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.EndOperation",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",22,1,0.01,0.00,
"Root","Microsoft.Quantum.Canon.InverseMod.get_AssertBoolEqual","Microsoft.Quantum.Canon.InverseMod.get_AssertBoolEqual",2,1,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.InverseMod.get_AssertBoolEqual","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0",2,1,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.get_AssertBoolEqual","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.Get",1,0,0.00,0.00,
"Root","Microsoft.Quantum.Canon.InverseMod.get_Body","Microsoft.Quantum.Canon.InverseMod.get_Body",2,1,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.InverseMod.get_Body","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.Int64].Apply",2,1,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.get_Body","[coreclr.dll]",1,1,0.00,0.00,
"Root","Microsoft.Quantum.Canon.InverseMod.get_ExtendedGCD","Microsoft.Quantum.Canon.InverseMod.get_ExtendedGCD",2,0,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.InverseMod.get_ExtendedGCD","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.get_ExtendedGCD","[coreclr.dll]",2,1,0.00,0.00,
"Root","Microsoft.Quantum.Canon.InverseMod.get_Modulus","Microsoft.Quantum.Canon.InverseMod.get_Modulus",3,0,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.InverseMod.get_Modulus","Microsoft.Quantum.Canon.InverseMod.<get_Body>b__11_0",3,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.InverseMod.get_Modulus","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.Get",3,1,0.00,0.00,
"Root","Microsoft.Quantum.Canon.IsCoprime..ctor","Microsoft.Quantum.Canon.IsCoprime..ctor",1,0,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.IsCoprime..ctor","[coreclr.dll]",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IsCoprime..ctor","[coreclr.dll]",1,0,0.00,0.00,
"Root","Microsoft.Quantum.Canon.IsCoprime.<get_Body>b__7_0","Microsoft.Quantum.Canon.IsCoprime.<get_Body>b__7_0","4,226",0,1.11,0.00,
"Caller","Microsoft.Quantum.Canon.IsCoprime.<get_Body>b__7_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.Boolean].Apply","4,226",0,1.11,0.00,
"Callee","Microsoft.Quantum.Canon.IsCoprime.<get_Body>b__7_0","Microsoft.Quantum.Canon.IsCoprime.get_ExtendedGCD",4,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IsCoprime.<get_Body>b__7_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.Int64,System.Int64],System.ValueTuple`2[System.Int64,System.Int64]].Microsoft.Quantum.Simulation.Core.ICallable.Apply","4,190",1,1.10,0.00,
"Callee","Microsoft.Quantum.Canon.IsCoprime.<get_Body>b__7_0","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",32,0,0.01,0.00,
"Root","Microsoft.Quantum.Canon.IsCoprime.get_ExtendedGCD","Microsoft.Quantum.Canon.IsCoprime.get_ExtendedGCD",4,0,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.IsCoprime.get_ExtendedGCD","Microsoft.Quantum.Canon.IsCoprime.<get_Body>b__7_0",4,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IsCoprime.get_ExtendedGCD","[coreclr.dll]",3,3,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.IsCoprime.get_ExtendedGCD","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.Get",1,0,0.00,0.00,
"Root","Microsoft.Quantum.Canon.Lg.<get_Body>b__9_0","Microsoft.Quantum.Canon.Lg.<get_Body>b__9_0",2,0,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.Lg.<get_Body>b__9_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.Double,System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.Lg.<get_Body>b__9_0","[coreclr.dll]",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.Lg.<get_Body>b__9_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0,0.00,0.00,
"Root","Microsoft.Quantum.Canon.LogOf2.<get_Body>b__5_0","Microsoft.Quantum.Canon.LogOf2.<get_Body>b__5_0",1,0,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.LogOf2.<get_Body>b__5_0","Microsoft.Quantum.Canon.LogOf2.<get_Body>b__5_0",1,0,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.LogOf2.<get_Body>b__5_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.__Canon,System.Double].Microsoft.Quantum.Simulation.Core.ICallable.Apply",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.LogOf2.<get_Body>b__5_0","[coreclr.dll]",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.LogOf2.<get_Body>b__5_0","Microsoft.Quantum.Canon.LogOf2.<get_Body>b__5_0",1,0,0.00,0.00,
"Root","Microsoft.Quantum.Canon.MeasureIntegerBE..ctor","Microsoft.Quantum.Canon.MeasureIntegerBE..ctor",1,0,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.MeasureIntegerBE..ctor","[coreclr.dll]",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.MeasureIntegerBE..ctor","[coreclr.dll]",1,0,0.00,0.00,
"Root","Microsoft.Quantum.Canon.ModularAddProductLE..ctor","Microsoft.Quantum.Canon.ModularAddProductLE..ctor",2,0,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.ModularAddProductLE..ctor","[coreclr.dll]",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE..ctor","[coreclr.dll]",2,0,0.00,0.00,
"Root","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","71,048",0,18.61,0.00,
"Caller","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]],System.__Canon].Apply","71,048",0,18.61,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","Microsoft.Quantum.Canon.ModularAddProductLE.get_Allocate",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","Microsoft.Quantum.Canon.ModularAddProductLE.get_ApplyPhaseLEOperationOnLECA",3,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","Microsoft.Quantum.Canon.ModularAddProductLE.get_ModularAddProductPhaseLE",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","Microsoft.Quantum.Canon.ModularAddProductLE.get_Release",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","Microsoft.Quantum.Simulation.Common.QubitManager.Allocate",200,0,0.05,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","Microsoft.Quantum.Simulation.Common.QubitManager.Release",413,0,0.11,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.OnOperationStart",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply","70,150",0,18.38,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial",139,0,0.04,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledAdjointBody>b__19_0","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",135,1,0.04,0.00,
"Root","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","70,858",0,18.56,0.00,
"Caller","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0",1,0,0.00,0.00,
"Caller","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]],System.__Canon].Apply","70,858",0,18.56,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","[coreclr.dll]",3,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","[Unknown]",3,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","Microsoft.Quantum.Canon.ModularAddProductLE.get_ApplyPhaseLEOperationOnLECA",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","Microsoft.Quantum.Canon.ModularAddProductLE.get_ModularAddProductPhaseLE",4,1,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","Microsoft.Quantum.Simulation.Common.QubitManager.Allocate",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","Microsoft.Quantum.Simulation.Common.QubitManager.Release",403,1,0.11,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","Microsoft.Quantum.Simulation.Common.QubitManagerTrackingScope.OnOperationEnd",1,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","Microsoft.Quantum.Simulation.Core.Operation`2[System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]],System.__Canon].Microsoft.Quantum.Simulation.Core.ICallable<I,O>.Apply","70,145",0,18.37,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","Microsoft.Quantum.Simulation.Core.QArray`1[System.__Canon].op_Addition",2,0,0.00,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","Microsoft.Quantum.Simulation.Core.Unitary`1[System.ValueTuple`4[System.Int64,System.Int64,System.__Canon,System.__Canon]].Microsoft.Quantum.Simulation.Core.IUnitary.Partial",154,0,0.04,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","Microsoft.Quantum.Simulation.Simulators.SimulatorBase.StartOperation",140,0,0.04,0.00,
"Callee","Microsoft.Quantum.Canon.ModularAddProductLE.<get_ControlledBody>b__17_0","System.ValueTuple`2[System.__Canon,System.ValueTuple`2[System.__Canon,System.__Canon]]..ctor",1,1,0.00,0.00,
